Player,Rookie,Pos,G,FG,FGA,FGP,3P,FT,FTA,FTP,TRB,AST,STL,BLK,TOV,PTS,VORP
Lance Stephenson,0,SG,18,3,6.7,0.45,0.3,0.4,0.7,0.615,2.9,3.3,0.3,0.2,1.4,6.8,-0.3
Jarnell Stokes,0,C,2,0.5,0.5,1,0,0.5,1,0.5,1,1,0.5,0,0,1.5,0
Rodney Stuckey,0,PG,39,2.3,6.3,0.373,0.5,2.1,2.7,0.748,2.2,2.2,0.4,0,1.4,7.2,-0.7
Jared Sullinger,0,PF,11,1.4,4.3,0.319,0.3,0.4,0.7,0.5,2.5,0.3,0.4,0.1,0.4,3.4,-0.2
Edy Tavares,0,C,2,2,2.5,0.8,0,0,1.5,0,5.5,0.5,0,3,1,4,0
Mirza Teletovic,0,PF,70,2.2,6,0.373,1.5,0.5,0.6,0.778,2.3,0.7,0.2,0.2,0.5,6.4,-0.8
Jason Terry,0,SG,74,1.4,3.3,0.432,1,0.3,0.4,0.828,1.4,1.3,0.6,0.3,0.5,4.1,0.3
Lance Thomas,0,PF,46,2.1,5.3,0.398,0.8,0.9,1.1,0.843,3.1,0.8,0.5,0.1,0.5,6,-0.4
Hollis Thompson,0,SG,40,1.9,5,0.385,0.8,0.5,0.7,0.655,2.8,0.9,0.5,0.2,0.3,5.1,-0.2
Marcus Thornton,0,SG,33,2.5,6.4,0.4,0.8,0.7,0.8,0.852,2.3,1.2,0.6,0.1,0.8,6.6,-0.2
Anthony Tolliver,0,PF,65,2.4,5.4,0.442,1.4,0.9,1.3,0.744,3.6,1.2,0.5,0.3,0.9,7.1,0.6
Axel Toupane,0,SF,4,1.3,2.3,0.556,0.3,0,0,0,0.3,0,0.3,0.3,0,2.8,0
Evan Turner,0,SF,65,3.6,8.5,0.426,0.5,1.3,1.6,0.825,3.8,3.2,0.8,0.4,1.5,9,-0.3
Beno Udrih,0,PG,39,2.4,5.1,0.467,0.3,0.8,0.9,0.941,1.5,3.4,0.3,0,0.9,5.8,-0.1
Jonas Valanciunas,0,C,80,4.9,8.8,0.557,0,2.2,2.7,0.811,9.5,0.7,0.5,0.8,1.3,12,0.7
Anderson Varejao,0,C,14,0.4,1,0.357,0,0.6,0.8,0.727,1.9,0.7,0.2,0.2,0.6,1.3,0
Greivis Vasquez,0,PG,3,0.7,2.7,0.25,0.3,0.7,1,0.667,0.7,1.7,0.3,0.3,0.3,2.3,-0.1
Rashad Vaughn,0,SG,41,1.4,3.8,0.365,0.6,0,0.1,0.4,1.2,0.6,0.5,0.2,0.3,3.5,-0.3
Noah Vonleh,0,PF,74,1.8,3.6,0.481,0.1,0.8,1.3,0.638,5.2,0.4,0.4,0.4,0.9,4.4,-0.6
Sasha Vujacic,0,SG,42,1,3.2,0.309,0.5,0.4,0.6,0.708,1.4,1.2,0.3,0,0.4,3,-0.2
Dion Waiters,0,SG,46,6.1,14.4,0.424,1.8,1.8,2.8,0.646,3.3,4.3,0.9,0.4,2.2,15.8,0.4
C.J. Watson,0,PG,62,1.5,4,0.387,0.5,0.9,1.1,0.864,1.4,1.8,0.7,0,0.8,4.5,-0.4
Briante Weber,0,PG,20,1.3,3,0.417,0.1,0.6,0.8,0.688,1.3,1.1,0.6,0.1,0.4,3.1,-0.1
Andrew Wiggins,0,SF,82,8.6,19.1,0.452,1.3,5,6.6,0.76,4,2.3,1,0.4,2.3,23.6,-0.6
C.J. Wilcox,0,SG,22,0.4,1.4,0.258,0.1,0.1,0.1,1,0.5,0.5,0.1,0,0.3,1,-0.2
Alan Williams,0,C,47,2.9,5.7,0.517,0,1.5,2.4,0.625,6.2,0.5,0.6,0.7,0.8,7.4,0.1
Deron Williams,0,PG,64,4.1,9.4,0.438,1.3,1.4,1.7,0.826,2.3,5.6,0.5,0.1,2.2,11,-0.1
Derrick Williams,0,PF,50,2.2,4.9,0.443,0.6,1.2,1.8,0.652,2.6,0.6,0.3,0.1,0.6,6.1,-0.4
Reggie Williams,0,SF,6,1.3,3.8,0.348,0.8,1,1.2,0.857,1,0.7,0.5,0,0,4.5,0
Justise Winslow,0,SF,18,4.4,12.5,0.356,0.4,1.6,2.6,0.617,5.2,3.7,1.4,0.3,1.8,10.9,-0.1
Jeff Withey,0,C,51,1.1,2,0.534,0,0.7,0.9,0.75,2.4,0.1,0.3,0.6,0.3,2.9,0.4
Christian Wood,0,PF,13,0.9,1.8,0.522,0,0.8,1.2,0.733,2.2,0.2,0.2,0.5,0.5,2.7,0
Metta World Peace,0,SF,25,0.8,2.7,0.279,0.4,0.4,0.6,0.625,0.8,0.4,0.4,0.1,0.3,2.3,-0.2
Brandan Wright,0,PF,28,3,4.8,0.615,0,0.8,1.3,0.657,2.8,0.5,0.4,0.7,0.4,6.8,0.4
Delon Wright,0,PG,27,1.8,4.3,0.422,0.4,1.6,2,0.764,1.8,2.1,1,0.4,0.9,5.6,0.4
James Young,0,SG,29,0.9,2,0.431,0.4,0.2,0.3,0.667,0.9,0.1,0.3,0.1,0.1,2.3,-0.1
Joe Young,0,PG,33,0.8,2.2,0.361,0.2,0.3,0.5,0.733,0.5,0.5,0.1,0,0.2,2.1,-0.2
Nick Young,0,SG,60,4.5,10.6,0.43,2.8,1.3,1.5,0.856,2.3,1,0.6,0.2,0.6,13.2,0.5
Tyler Zeller,0,C,51,1.5,3.1,0.494,0,0.4,0.8,0.564,2.4,0.8,0.1,0.4,0.4,3.5,-0.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
